close,ema20,ema50,rsi14,trend,bos,future_return,target
77022.23,76845.41236149379,77134.53237217091,48.26776431107584,DOWNTREND,NO_BOS,697.7799999999988,1
76982.34,76862.25213658961,77130.12835757597,49.86988665439939,UPTREND,NO_BOS,517.6699999999983,1
76712.21,76873.68907596203,77124.33273571025,45.14935022328226,UPTREND,NO_BOS,792.4799999999959,1
76834.36,76858.3101163466,77108.17105980005,43.71272477242494,DOWNTREND,NO_BOS,717.8699999999953,1
76788.83,76856.02915288502,77097.43337118044,50.30292647219146,DOWNTREND,NO_BOS,1178.2599999999948,1
76820.98,76849.62923356263,77085.33127819297,44.70791470423398,DOWNTREND,NO_BOS,1042.87000000001,1
76690.42,76846.9007351281,77074.9645614011,52.537649596304725,DOWNTREND,NO_BOS,1265.3600000000006,1
76723.54,76831.99780797305,77059.88438252262,43.75715406800901,DOWNTREND,NO_BOS,1355.1800000000076,1
76780.37,76821.668492928,77046.69440673743,46.205760144842564,DOWNTREND,NO_BOS,1255.4300000000076,1
77196.99,76817.73530312533,77036.25031235558,62.57275826754333,DOWNTREND,NO_BOS,631.0099999999948,1
77414.11,76853.85479806577,77042.5538295181,68.45733639244013,UPTREND,BOS_UP,208.02999999999884,1
77282.64,76907.21243634522,77057.12465973308,65.51398743400502,UPTREND,BOS_UP,606.3699999999953,1
77458.04,76942.96744240758,77065.96839856709,62.04411764705915,UPTREND,BOS_UP,466.59000000001106,1
77485.13,76992.0219717021,77081.34375548603,67.32242634608886,UPTREND,BOS_UP,147.88999999999942,1
77517.45,77038.98464106381,77097.17851017285,67.52228445215768,UPTREND,NO_BOS,-319.36999999999534,0
77382.49,77084.5527704863,77113.65974506803,64.30957361966759,UPTREND,BOS_UP,-193.38999999999942,0
77617.26,77112.9277447257,77124.20210800653,60.96031115615371,UPTREND,NO_BOS,-338.7299999999959,0
77204.61,77160.95938808516,77143.53771161412,75.27945522292188,UPTREND,BOS_UP,-81.93000000000757,0
77446.08,77165.11658921992,77145.93270331551,58.8977165131046,UPTREND,NO_BOS,-461.47000000000116,0
77455.46,77191.8750092942,77157.70318553844,64.43534677777163,UPTREND,NO_BOS,-196.0,0
77338.6,77216.97834174238,77169.37992336047,64.07603294050867,UPTREND,BOS_UP,-130.6700000000128,0
77568.95,77228.56135681453,77176.0160047973,64.46791603796355,UPTREND,NO_BOS,300.43000000000757,1
77415.09,77260.9793228322,77191.42518107977,67.343237776383,UPTREND,NO_BOS,-27.34999999999127,0
77667.49,77275.65653018151,77200.1963504492,62.52249124025392,UPTREND,NO_BOS,23.069999999992433,1
77720.01,77312.97400349755,77218.52159160806,59.925741529893344,UPTREND,NO_BOS,-14.19999999999709,0
77500.01,77351.73933649779,77238.18780370186,56.93493538880068,UPTREND,NO_BOS,172.27999999999884,1
77504.69,77365.86035206943,77248.45534081159,54.737732287720696,UPTREND,NO_BOS,123.30999999999767,1
77552.23,77379.08222330092,77258.50375881899,51.09852070587924,UPTREND,NO_BOS,63.29000000000815,1
77967.09,77395.57248774846,77270.02243494373,51.565007276933805,UPTREND,NO_BOS,-593.5199999999895,0
77863.85,77450.00272701052,77297.35841788712,58.89918061987895,UPTREND,BOS_UP,-247.85000000000582,0
77955.78,77489.41675300951,77319.57377404842,59.648117117911745,UPTREND,BOS_UP,-282.41999999999825,0
78078.72,77533.83230034195,77344.52303781123,57.197224182945554,UPTREND,NO_BOS,-298.74000000000524,0
78035.8,77585.72636697604,77373.31507554412,71.19537543100748,UPTREND,NO_BOS,-380.38000000000466,0
77828.0,77628.59052250214,77399.29487650318,65.82308369287588,UPTREND,BOS_UP,-339.0,0
77622.14,77647.58190131145,77416.1068421305,59.033900771133354,UPTREND,NO_BOS,-198.72999999999593,0
77889.01,77645.1588630913,77424.18657381166,56.59119438374625,UPTREND,NO_BOS,-480.9499999999971,0
77924.63,77668.38278089213,77442.41494346611,57.31592469667463,UPTREND,NO_BOS,-657.25,0
77633.02,77692.78727795003,77461.32533783998,62.31260692641553,UPTREND,BOS_UP,-325.9100000000035,0
77198.08,77687.09515624051,77468.05846184626,49.18255161521347,UPTREND,NO_BOS,113.91999999999825,1
77189.1,77640.5222842176,77457.47107118562,39.522886129411845,DOWNTREND,BOS_DOWN,239.7399999999907,1
77278.53,77597.52968572068,77446.94671545284,43.181170195500684,DOWNTREND,BOS_DOWN,255.36999999999534,1
77122.68,77567.14876327109,77440.34213837626,45.21767447368187,DOWNTREND,BOS_DOWN,167.33000000000175,1
76984.61,77524.81840486433,77427.88479961641,41.31467739652618,DOWNTREND,BOS_DOWN,-210.38000000000466,0
77259.46,77473.36998535345,77410.50147414126,27.630847973188267,DOWNTREND,NO_BOS,-468.8700000000099,0
